Filename,Building Name,Alternative Name,Built,Razed,Coordinates,Photograph Date,Building Facts,Photo Description,Metadata tags,Caption,Sources,Parent Work,our notes: https://newspaper.library.tamu.edu/lccn/sn86088544/1931-11-25/ed-1/seq-1/#words=Veterinary+Hospital,"Legend: Red=Cut?, Orange=Needs better scan, Yellow=Needs more information",Ark,Originating Image,Mark Note
Austin Hall 19.tif,Austin Hall,,1888,1955,"30.616605164310066, -96.34174563585798",ca 1900,"Austin Hall was built in 1888 and razed in 1955. This building cost $11,000. It was the first campus bulding to oriented with compass, with its front elevation facing due south.",This is a photograph of Austin Hall.,,,,,,,https://n2t.net/ark:/81423/d2hc8g,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL3Nlc3F1aWNlbnRlbm5pYWxfb2JqZWN0cy8yOC9wYWdlcy9wYWdlXzAvZmlsZXMvQXVzdGluJTIwSGFsbCUyMDE5LnRpZg==/full/full/0/default.jpg,
Austin Hall 20.tif,Austin Hall,,1888,1955,"30.616605164310066, -96.34174563585798",ca 1925,"Austin Hall was built in 1888 and razed in 1955. This building cost $11,000. It was the first campus bulding to oriented with compass, with its front elevation facing due south.",This is a photograph of Austin Hall. The Water Tower can be seen to the right of this building.,,,,,,,https://n2t.net/ark:/81423/d2cp6k,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL3Nlc3F1aWNlbnRlbm5pYWxfb2JqZWN0cy8yOS9wYWdlcy9wYWdlXzAvZmlsZXMvQXVzdGluJTIwSGFsbCUyMDIwLnRpZg==/full/full/0/default.jpg,
Austin Hall 21.tif,Austin Hall,,1888,1955,"30.616605164310066, -96.34174563585798",ca 1954,"Austin Hall was built in 1888 and razed in 1955. This building cost $11,000. It was the first campus bulding to oriented with compass, with its front elevation facing due south.",This is a photograph of Austin Hall.,,,,,,,https://n2t.net/ark:/81423/d27w38,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL3Nlc3F1aWNlbnRlbm5pYWxfb2JqZWN0cy8zMC9wYWdlcy9wYWdlXzAvZmlsZXMvQXVzdGluJTIwSGFsbCUyMDIxLnRpZg==/full/full/0/default.jpg,
2822925726_9b7929c1be_o.jpg,Bachelor Hall and Buggy House,,1890,1924,"30.61715205951018, -96.34550161000409",Ca. 1890-1924,"Bachelor Hall and its associated buggy house were built in the 1890s. In 1924, Bachelor Hall was destroyed by fire, along with 3 businesses and the post office.",,,Bachelor House side view,"1890s-1924. Burned March 15, 1924.",,,,https://n2t.net/ark:/81423/d2461p,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy85Ni9wYWdlcy9wYWdlXzAvZmlsZXMvMjgyMjkyNTcyNl85Yjc5MjljMWJlX28uanBn/full/full/0/default.jpg,
2822926584_9b245cae8b_o.jpg,Bachelor Hall and Buggy House,,1890,1924,"30.61715205951018, -96.34550161000409",Ca. 1890-1924,"Bachelor Hall and its associated buggy house were built in the 1890s. In 1924, Bachelor Hall was destroyed by fire, along with 3 businesses and the post office.",,,People posing in front of Bachelor Hall,"1890s-1924. Burned March 15, 1924.",,,,https://n2t.net/ark:/81423/d20c8t,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy85Ny9wYWdlcy9wYWdlXzAvZmlsZXMvMjgyMjkyNjU4NF85YjI0NWNhZThiX28uanBn/full/full/0/default.jpg,
2822928504_8f88c079f8_o.jpg,Bachelor Hall and Buggy House,,1890,1924,"30.61715205951018, -96.34550161000409",Ca. 1890-1924,"Bachelor Hall and its associated buggy house were built in the 1890s. In 1924, Bachelor Hall was destroyed by fire, along with 3 businesses and the post office.",,,Bachelor Hall in ruins,https://findingaids.library.tamu.edu/index.php/bachelor-hall-records,,,,https://n2t.net/ark:/81423/d2vp6x,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy85OC9wYWdlcy9wYWdlXzAvZmlsZXMvMjgyMjkyODUwNF84Zjg4YzA3OWY4X28uanBn/full/full/0/default.jpg,
3542877909_e8cb9f5d1c_o (1).jpg,Bachelor Hall and Buggy House,,1890,1924,"30.61715205951018, -96.34550161000409",Ca. 1890-1924,"Bachelor Hall and its associated buggy house were built in the 1890s. In 1924, Bachelor Hall was destroyed by fire, along with 3 businesses and the post office.",,,,https://myaggienation.com/article_971f8dce-c9ce-11e4-b5ee-b70b16825151.html,,,,https://n2t.net/ark:/81423/d2qw40,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy85OS9wYWdlcy9wYWdlXzAvZmlsZXMvMzU0Mjg3NzkwOV9lOGNiOWY1ZDFjX28lMjAoMSkuanBn/full/full/0/default.jpg,
2841198212_14aa446b05_o.jpg,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1925,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",,,Bagley Hall with water tower,Bagley Hall 1904-1972; built where Harrington Education Tower now stands; named for John Brewer Bagley (head of Textile Engineering Department); Also known as Textile Engineering Building; In 1970 was first home of KAMU TV before it moved to Moore Communications Center.,,This is bagley hall 11,,https://n2t.net/ark:/81423/d2m60n,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDAvcGFnZXMvcGFnZV8wL2ZpbGVzLzI4NDExOTgyMTJfMTRhYTQ0NmIwNV9vLmpwZw==/full/full/0/default.jpg,
2841197736_eef97de254_o.jpg,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1905,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",,,Bagley Hall from sky,Bagley Hall 1904-1972; built where Harrington Education Tower now stands; named for John Brewer Bagley (head of Textile Engineering Department); Also known as Textile Engineering Building; In 1970 was first home of KAMU TV before it moved to Moore Communications Center.,,Similar to Bagley Hall 3/6,,https://n2t.net/ark:/81423/d2gc9j,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDEvcGFnZXMvcGFnZV8wL2ZpbGVzLzI4NDExOTc3MzZfZWVmOTdkZTI1NF9vLmpwZw==/full/full/0/default.jpg,
2840360213_3442653acc_o.jpg,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",,,Bagley Hall front view,Bagley Hall 1904-1972; built where Harrington Education Tower now stands; named for John Brewer Bagley (head of Textile Engineering Department); Also known as Textile Engineering Building; In 1970 was first home of KAMU TV before it moved to Moore Communications Center.,,This is bagley hall 1,,https://n2t.net/ark:/81423/d2bp5w,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDIvcGFnZXMvcGFnZV8wL2ZpbGVzLzI4NDAzNjAyMTNfMzQ0MjY1M2FjY19vLmpwZw==/full/full/0/default.jpg,
4793683467_7728ed65dd_o.jpg,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",,,,,,This is similar to Bagley 4,,https://n2t.net/ark:/81423/d26w4b,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTIvcGFnZXMvcGFnZV8wL2ZpbGVzLzQ3OTM2ODM0NjdfNzcyOGVkNjVkZF9vLmpwZw==/full/full/0/default.jpg,
Bagley Hall 1.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall.,,,,,,,https://n2t.net/ark:/81423/d23600,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDMvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjAxLnRpZg==/full/full/0/default.jpg,
Bagley Hall 2.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",ca 1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall. The Natatorium can be seen to the right of this building.,,,,,,,https://n2t.net/ark:/81423/d2zg75,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDQvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjAyLnRpZg==/full/full/0/default.jpg,
Bagley Hall 3.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",ca 1910s,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a colored postcard of Bagley Hall. The Natatorium can be seen to the right of this building.,,,,,,,https://n2t.net/ark:/81423/d2tp57,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDUvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjAzLnRpZg==/full/full/0/default.jpg,
Bagley Hall 4.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall.,,,,,,,https://n2t.net/ark:/81423/d2q028,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDYvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjA0LnRpZg==/full/full/0/default.jpg,
Bagley Hall 5.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",circa 1910,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of a student on the interior of Bagley Hall.,,,,,,,https://n2t.net/ark:/81423/d2k60b,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDcvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjA1LnRpZg==/full/full/0/default.jpg,
Bagley Hall 6.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",circa 1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a colored postcard of Bagley Hall. The Natatorium can be seen to the right of this building.,,,,,,,https://n2t.net/ark:/81423/d2fg8w,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDgvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjA2LnRpZg==/full/full/0/default.jpg,
Bagley Hall 9.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",circa 1965,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall when it housed KAMU-TV.,,,,,,,https://n2t.net/ark:/81423/d29p5k,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMDkvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjA5LnRpZg==/full/full/0/default.jpg,
Bagley Hall 10.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",circa 1904,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall.,,,,,,,https://n2t.net/ark:/81423/d26030,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTAvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjAxMC50aWY=/full/full/0/default.jpg,
Bagley Hall 11.tif,Bagley Hall,Textile Engineering Building,1904,1972,"30.616646614636597, -96.34090143877452",1925,"Bagley Hall, originally known as the Textile Engineering Building, was erected in 1904 and razed in 1972. This building cost $31,000 and the equipment cost $20,000. It included a complete sprinkler system for fire control. It was later named in honor of Mr. J. B. Bagley, professor emeritus of cotton marketing. Former Architecture Division Head and College Archivist Ernest Langford stated that ""Functionally, it is the best building ever erected on the campus.""",This is a photograph of Bagley Hall. The Water Tower can be seen behind Bagley.,,,,,,,https://n2t.net/ark:/81423/d2260p,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTEvcGFnZXMvcGFnZV8wL2ZpbGVzL0JhZ2xleSUyMEhhbGwlMjAxMS50aWY=/full/full/0/default.jpg,
Barns 1.tif,Barns,Old Barn,circa 1876,circa 1929,"30.617058456200215, -96.33812721123108",circa 1885-1900,,,,,,,,,https://n2t.net/ark:/81423/d2xg87,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTQvcGFnZXMvcGFnZV8wL2ZpbGVzL0Jhcm5zJTIwMS50aWY=/full/full/0/default.jpg,
Barns 3.tif,Barns,Old Barn,circa 1876,circa 1929,"30.617058456200215, -96.33812721123108",circa 1876-1912,,,,,,,,,https://n2t.net/ark:/81423/d2sp69,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTUvcGFnZXMvcGFnZV8wL2ZpbGVzL0Jhcm5zJTIwMy50aWY=/full/full/0/default.jpg,
Barns 4.tif,Barns,Old Barn,circa 1876,circa 1929,"30.617058456200215, -96.33812721123108",circa 1876-1885,,,,,,,,,,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTYvcGFnZXMvcGFnZV8wL2ZpbGVzL0Jhcm5zJTIwNC50aWY=/full/full/0/default.jpg,
Beef Cattle Center 2.tif,Beef Cattle Center,,1950,1991,,,"The Beef Cattle Center was built in 1950 at a cost of $110,000 and razed in 1991.",,,,,,,,https://n2t.net/ark:/81423/d2p02z,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTgvcGFnZXMvcGFnZV8wL2ZpbGVzL0JlZWYlMjBDYXR0bGUlMjBDZW50ZXIlMjAyLnRpZg==/full/full/0/default.jpg,
4052662315_c0d34defdf_o.jpg,Bell Building,U.S. Department of Agriculture,1942,2014,"30.615802197402747, -96.34755621873339",,"The Bell Building was built in 1942 at a cost of $293, 285.82 and razed 2014. An office building, it was only the second building on campus after Austin Hall to be oriented with the compass, facing almost due west. Originally built to house the state offices of the Agricultural Adjustment Administration, it later housed various agencies of the U. S. Department of Agriculture.",,,Bell Building unfinished,https://myaggienation.com/campus_evolution/building_history/bell-building/article_6f0d647c-119d-11e3-be5b-0019bb2963f4.html,,This is Bell 1,,https://n2t.net/ark:/81423/d2j61d,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMTkvcGFnZXMvcGFnZV8wL2ZpbGVzLzQwNTI2NjIzMTVfYzBkMzRkZWZkZl9vLmpwZw==/full/full/0/default.jpg,
4052662343_606c4bfa4b_o.jpg,Bell Building,U.S. Department of Agriculture,1942,2014,"30.615802197402747, -96.34755621873339",,"The Bell Building was built in 1942 at a cost of $293, 285.82 and razed 2014. An office building, it was only the second building on campus after Austin Hall to be oriented with the compass, facing almost due west. Originally built to house the state offices of the Agricultural Adjustment Administration, it later housed various agencies of the U. S. Department of Agriculture.",,,Bell Building  ,"1942-2014 Named after Harvey Caroll ""Dulie"" Bell Jr., class of 1939. Official name: ""H.C. Dulie Bell Building""",,This is Bell 2,,https://n2t.net/ark:/81423/d2dg76,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMjAvcGFnZXMvcGFnZV8wL2ZpbGVzLzQwNTI2NjIzNDNfNjA2YzRiZmE0Yl9vLmpwZw==/full/full/0/default.jpg,
Bell Building 1.tif,Bell Building,U.S. Department of Agriculture,1942,2014,"30.615802197402747, -96.34755621873339",ca 1942,"The Bell Building was built in 1942 at a cost of $293,285.82 and razed 2014. An office building, it was only the second building on campus after Austin Hall to be oriented with the compass, facing almost due west. Originally built to house the state offices of the Agricultural Adjustment Administration, it later housed various agencies of the U. S. Department of Agriculture.",This is a photograph of the Bell Building while under construction.,,,,,,,https://n2t.net/ark:/81423/d28p6n,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMjEvcGFnZXMvcGFnZV8wL2ZpbGVzL0JlbGwlMjBCdWlsZGluZyUyMDEudGlm/full/full/0/default.jpg,
Bell Building 2.tif,Bell Building,U.S. Department of Agriculture,1942,2014,"30.615802197402747, -96.34755621873339",ca 1942,"The Bell Building was built in 1942 at a cost of $293, 285.82 and razed 2014. An office building, it was only the second building on campus after Austin Hall to be oriented with the compass, facing almost due west. Originally built to house the state offices of the Agricultural Adjustment Administration, it later housed various agencies of the U. S. Department of Agriculture.",This is a photograph of the Bell Building.,,,,,,,https://n2t.net/ark:/81423/d25029,https://api-pre.library.tamu.edu/iiif/2/aHR0cHM6Ly9hcGktcHJlLmxpYnJhcnkudGFtdS5lZHUvZmNyZXBvL3Jlc3QvYmIvOTcvZjIvM2UvYmI5N2YyM2UtODAzYS00YmQ2LTg0MDYtMDY4MDI2MjM1NTRjL2F1ZHJleS1pbXBvcnRfb2JqZWN0cy8xMjIvcGFnZXMvcGFnZV8wL2ZpbGVzL0JlbGwlMjBCdWlsZGluZyUyMDIudGlm/full/full/0/default.jpg,
